species,gear_type,year,ocean,value
BLM,LL,1996,PAC_W,717.51
MLS,LL,1971,PAC_W,6326.08
SKJ,OTHER_A,1983,ATL,903.10
YFT,BB,1998,ATL,6648.14
ALB,BB,1981,PAC_E,609.67
SWO,LL,1952,IND,27.11
ALB,PS,1992,IND,3298.46
SBF,LL,1965,PAC_W,18990.42
YFT,PS,2005,PAC_W,253541.41
SKJ,GILL,1997,IND,55995.24
MLS,LL,1965,PAC_W,13248.14
SKJ,PS,1977,ATL,34644.27
SKJ,OTHER_I,1993,IND,760.51
YFT,BB,1979,IND,4554.79
SKJ,LL,1966,PAC_E,226.90
ALB,LL,1988,PAC_W,41324.04
BET,BB,1994,PAC_W,2933.25
SKJ,PS,1985,PAC_W,293151.93
SWO,LL,1987,IND,5265.35
BFT,TRAP,1998,ATL,45.01
SWO,OTHER_A,2001,ATL,399.43
BUM,LL,1976,ATL,1239.51
YFT,LL,1991,ATL,13942.16
ALB,LL,1956,IND,5073.09
SKJ,OTHER_I,1977,IND,304.08
BLM,LL,1973,IND,519.10
BLM,LL,1983,IND,719.17
SKJ,PS,1993,ATL,122604.76
YFT,LL,1997,PAC_E,20314.55
SKJ,PS,1974,PAC_E,74077.84
BLM,LL,1958,PAC_W,1869.03
ALB,OTHER_A,1981,ATL,113.00
SKJ,BB,1983,PAC_E,4008.27
YFT,LL,1974,IND,9348.60
SKJ,PS,1997,IND,144280.11
ALB,LL,2000,PAC_W,62609.60
YFT,LL,1968,ATL,25063.15
SWO,LL,1986,PAC_W,11446.36
MLS,LL,2005,PAC_W,4159.20
BLM,LL,1962,PAC_W,2094.19
SBF,LL,2005,PAC_W,49.98
YFT,BB,1999,ATL,2622.03
SWO,LL,1961,IND,1318.35
BFT,PS,1976,PAC_E,10642.94
SKJ,BB,1970,IND,27599.11
YFT,PS,1971,PAC_W,9144.95
ALB,LL,1982,PAC_E,8261.90
BLM,LL,1970,PAC_E,610.85
BET,BB,1998,ATL,3192.80
BET,PS,2005,PAC_W,32587.70
ALB,PS,2002,IND,700.43
BLM,LL,1993,PAC_W,1441.92
ALB,LL,1955,PAC_W,21223.78
BET,LL,1960,IND,14877.76
SWO,LL,1982,IND,2709.53
SKJ,PS,2003,PAC_E,235712.35
SKJ,BB,1991,PAC_W,288955.70
ALB,LL,1961,PAC_E,1989.36
SKJ,OTHER_I,1996,IND,1085.58
YFT,LL,2003,IND,55858.84
SKJ,LL,1984,PAC_E,31.10
ALB,LL,1987,PAC_E,9240.25
BET,BB,1989,PAC_W,4282.52
BUM,OTHER_A,2002,ATL,0.70
YFT,PS,1984,IND,56515.68
SKJ,PS,1962,ATL,461.97
BET,LL,1969,PAC_W,32260.43
BFT,BB,1980,ATL,414.01
BFT,LL,2001,ATL,4929.25
BLM,LL,2003,PAC_E,65.49
SKJ,OTHER_I,2004,IND,70.00
YFT,LL,1991,PAC_W,60997.50
BUM,LL,1976,PAC_W,6719.55
ALB,LL,1988,ATL,24713.20
BET,BB,1994,ATL,3038.75
MLS,LL,1975,PAC_E,5385.84
SKJ,BB,2003,IND,107454.29
SKJ,PS,1985,ATL,54900.44
BLM,LL,1967,PAC_W,2360.68
ALB,LL,2000,ATL,28066.34
YFT,OTHER_I,2005,IND,291.37
BUM,LL,1980,IND,3399.80
BET,PS,1979,PAC_E,10813.09
SKJ,PS,1993,PAC_W,583920.54
MLS,LL,2005,ATL,481.73
SWO,LL,1986,ATL,18171.70
YFT,LL,1968,PAC_W,46101.01
SBF,LL,2005,ATL,310.28
SWO,TRAP,1973,ATL,8.01
SBF,LL,1964,IND,33887.35
MLS,LL,1964,IND,1556.29
YFT,BB,1984,PAC_E,2923.27
YFT,BB,1999,PAC_W,13802.92
BFT,LL,1978,ATL,3796.15
YFT,PS,1971,ATL,24335.45
BLM,LL,1974,PAC_E,487.31
ALB,OTHER_A,1992,ATL,101.94
SKJ,BB,1997,PAC_E,3081.15
SKJ,PS,1983,IND,9746.46
YFT,LL,1973,PAC_E,11439.98
YFT,LL,1983,PAC_E,10040.56
SKJ,BB,1974,IND,22527.93
BET,PS,2005,ATL,6361.88
BLM,LL,1997,IND,545.75
BET,BB,1998,PAC_W,2444.15
SKJ,PS,1967,ATL,2679.53
BLM,LL,1985,PAC_W,1050.61
BFT,OTHER_A,1986,ATL,42.21
SWO,GILL,2001,IND,2430.20
SKJ,BB,1991,ATL,30844.23
BET,PS,1975,PAC_E,6543.23
YFT,LL,1970,IND,25201.31
BET,BB,1989,ATL,4931.22
SKJ,PS,1970,PAC_E,46745.49
BET,OTHER_A,1984,ATL,110.96
MLS,LL,1972,IND,1882.48
SBF,LL,1972,IND,26745.36
BET,LL,1969,ATL,18695.36
SKJ,BB,1968,ATL,361.79
MLS,LL,1979,PAC_E,4095.98
BET,BB,1984,PAC_E,2.00
BET,PS,1971,ATL,3692.22
BUM,LL,2000,PAC_W,14091.24
SFA,LL,2001,PAC_W,575.96
BET,BB,1999,PAC_W,2173.30
ALB,BB,1995,ATL,6238.08
BUM,LL,1988,PAC_W,11351.10
SBF,BB,1997,IND,4849.99
BET,LL,1968,PAC_W,27471.42
ALB,LL,1976,ATL,40043.61
BUM,LL,1956,IND,4954.95
SFA,LL,1995,IND,78.42
YFT,PS,1979,PAC_E,159429.40
SKJ,LL,1972,PAC_E,234.85
BET,OTHER_I,2005,IND,3.73
BUM,LL,1982,PAC_E,2073.62
SWO,LL,1990,PAC_W,9590.12
SKJ,OTHER_A,1997,ATL,65.00
ALB,BB,1992,PAC_E,255.32
BET,LL,1991,PAC_W,59325.79
BLM,LL,2004,PAC_W,1724.31
SKJ,PS,1996,PAC_W,754148.12
YFT,BB,1994,ATL,11219.42
BLM,LL,1960,PAC_E,162.58
BUM,LL,1961,PAC_E,2589.64
YFT,LL,1969,ATL,22130.67
YFT,PS,1975,PAC_E,179795.43
ALB,PS,2001,PAC_E,3.02
BET,LL,1970,IND,22661.38
SKJ,TRAP,2001,ATL,0.10
YFT,OTHER_I,1971,IND,177.63
YFT,OTHER_A,1984,ATL,156.53
YFT,BB,1989,ATL,8765.27
SBF,LL,1971,ATL,2019.32
MLS,LL,1971,ATL,1416.16
SKJ,OTHER_I,1985,IND,308.34
SKJ,PS,2004,ATL,71200.18
BUM,LL,1987,PAC_E,3548.73
SKJ,PS,1977,PAC_W,34695.36
SBF,LL,1965,ATL,61.04
YFT,PS,2005,ATL,42477.29
SKJ,LL,1964,PAC_E,96.08
YFT,BB,1998,PAC_W,13114.49
ALB,OTHER_A,2002,ATL,1139.74
MLS,LL,1965,ATL,4631.03
BET,LL,1973,PAC_E,49676.58
BET,LL,1983,PAC_E,58855.81
BUM,LL,1979,ATL,488.99
BUM,LL,1953,IND,1298.05
BUM,OTHER_A,1993,ATL,285.58
SSP,LL,1998,PAC_E,195.68
BUM,LL,1998,IND,5236.37
ALB,BB,1970,ATL,200.02
YFT,PS,1982,ATL,44250.94
YFT,GILL,1990,IND,17758.69
BET,LL,1978,ATL,26577.45
ALB,PS,1968,PAC_E,157.41
BIL,LL,1988,PAC_E,1.00
YFT,BB,1986,PAC_E,2509.15
SKJ,OTHER_I,1992,IND,956.14
SBF,LL,1990,IND,7046.31
MLS,LL,1990,IND,1147.64
SBF,PS,1995,IND,2253.63
SFA,LL,1983,PAC_E,887.36
ALB,PS,1993,IND,1334.45
BLM,LL,2002,PAC_W,1545.98
SWO,LL,1984,ATL,10022.46
BIL,LL,2000,PAC_E,1.98
ALB,BB,2003,PAC_W,36067.38
BFT,PS,1979,PAC_E,6096.90
BFT,BB,1989,ATL,0.98
SFA,LL,1968,PAC_W,2371.33
SWO,BB,1983,ATL,6.01
BET,PS,1990,IND,12645.77
BFT,PS,1975,PAC_E,9485.80
BET,LL,1995,IND,56320.17
SWO,LL,1966,ATL,1957.68
BFT,LL,1969,ATL,117.99
SBF,LL,1957,IND,14060.37
YFT,LL,1963,IND,22000.61
YFT,PS,1987,ATL,23881.64
MLS,LL,1957,IND,1923.70
BET,BB,1980,PAC_W,2275.04
BET,LL,2001,PAC_W,72364.43
SKJ,PS,1963,PAC_E,77399.41
SSP,LL,2005,IND,30.04
YFT,BB,1988,IND,6096.96
SFA,LL,1991,PAC_W,1424.28
ALB,OTHER_A,2004,ATL,6.03
ALB,BB,1985,PAC_E,878.54
SKJ,PS,2002,ATL,44082.71
BUM,LL,1975,ATL,1135.73
YFT,BB,2000,IND,9991.44
ALB,BB,1974,PAC_W,73571.57
BET,OTHER_A,1986,ATL,35.96
ALB,OTHER_A,1985,ATL,181.00
BUM,LL,1965,PAC_E,1856.73
SBF,LL,1987,ATL,1115.51
ALB,PS,1996,IND,1525.83
MLS,LL,1987,ATL,1114.48
BLM,LL,1992,PAC_W,1662.49
BUM,LL,1971,PAC_E,1030.05
SKJ,OTHER_I,2002,IND,0.86
ALB,LL,1979,PAC_W,36324.24
SKJ,PS,1981,PAC_W,88512.81
YFT,LL,1978,ATL,17708.78
BFT,PS,1971,ATL,2850.00
SWO,LL,1964,PAC_W,5934.73
BET,GILL,1990,IND,350.00
BUM,OTHER_A,1996,ATL,98.34
MLS,LL,1961,ATL,692.00
SKJ,BB,2001,ATL,33219.76
ALB,LL,1989,IND,7974.45
BET,PS,1982,ATL,5272.32
BFT,PS,1965,ATL,2858.32
SWO,LL,1994,PAC_E,2985.54
YFT,OTHER_I,1987,IND,220.21
SWO,GILL,1991,IND,225.12
YFT,OTHER_A,1986,ATL,2092.80
SKJ,PS,1992,ATL,86939.66
SSP,LL,1999,PAC_E,275.74
ALB,OTHER_I,1997,IND,0.00
BUM,LL,1999,IND,3951.63
SBF,LL,1982,ATL,1133.61
MLS,LL,1982,ATL,618.36
BFT,LL,1973,PAC_E,17.74
ALB,LL,1994,IND,16584.70
SWO,LL,1989,PAC_E,3325.82
BET,PS,1987,ATL,6461.40
YFT,BB,1980,PAC_W,11838.21
YFT,OTHER_I,1982,IND,286.24
BET,LL,1963,IND,11638.45
YFT,LL,2001,PAC_W,76310.81
ALB,LL,1975,PAC_W,31144.02
SKJ,LL,1990,PAC_E,38.81
SKJ,PS,1995,PAC_E,111966.42
YFT,BB,1976,IND,5331.44
YFT,LL,1995,IND,34023.48
SKJ,BB,1978,PAC_W,322084.90
YFT,PS,1990,IND,107739.93
SWO,LL,1972,PAC_W,8090.36
YFT,LL,1997,ATL,13793.90
SKJ,PS,1974,ATL,43606.98
SKJ,PS,1993,PAC_E,74656.45
YFT,OTHER_A,1998,ATL,1210.84
SKJ,BB,1973,ATL,18026.77
SKJ,BB,1983,ATL,31052.96
YFT,LL,1993,IND,98109.95
BET,BB,1964,ATL,1782.55
BET,PS,1979,PAC_W,1639.78
ALB,BB,2002,PAC_W,48468.06
SKJ,PS,1991,IND,120025.47
MLS,LL,1975,PAC_W,3737.61
BLM,LL,1967,PAC_E,690.94
SBF,LL,1975,PAC_W,6550.98
BFT,TRAP,1972,ATL,158.47
BET,LL,1996,IND,57833.56
BLM,LL,2003,PAC_W,1348.29
YFT,LL,1991,PAC_E,29555.33
BUM,LL,1976,PAC_E,1404.77
YFT,GILL,1994,IND,41040.15
YFT,BB,1999,PAC_E,1740.60
BFT,PS,1976,ATL,332.00
BET,PS,1989,IND,11996.54
ALB,LL,1982,ATL,37668.78
MLS,LL,1994,IND,4021.98
YFT,BB,1984,PAC_W,12323.76
BFT,BB,1990,ATL,12.05
SBF,LL,1994,IND,3922.77
BIL,LL,1971,PAC_E,5.95
YFT,LL,1968,PAC_E,14812.29
SKJ,BB,1985,IND,42749.82
SKJ,PS,2003,ATL,65661.88
BET,PS,1994,IND,18870.96
ALB,LL,1961,ATL,10729.34
BLM,LL,1985,PAC_E,173.73
MLS,LL,1989,IND,2839.45
SBF,LL,1989,IND,10975.89
BET,BB,1972,ATL,3790.73
BET,LL,1977,IND,35485.16
YFT,LL,1983,PAC_W,85641.92
YFT,LL,1973,PAC_W,62210.63
YFT,LL,1958,IND,22666.57
BLM,LL,1974,PAC_W,3116.64
SKJ,BB,1997,PAC_W,223358.54
SKJ,PS,1962,PAC_E,55203.48
BIL,LL,1999,IND,0.94
MLS,LL,1979,PAC_W,5039.10
SBF,LL,1979,PAC_W,7106.16
BFT,LL,2001,PAC_E,10.01
BUM,TRAP,2004,ATL,0.03
YFT,LL,1962,IND,44434.72
ALB,LL,1987,ATL,37365.93
YFT,BB,1971,IND,1388.59
SKJ,PS,1970,PAC_W,2812.08
SWO,LL,1956,ATL,1.02
BET,OTHER_A,1999,ATL,20.04
YFT,GILL,1989,IND,16979.51
BET,PS,1975,PAC_W,1056.03
ALB,PS,1978,ATL,77.00
BLM,LL,1969,IND,856.47
BUM,LL,1988,PAC_E,2573.23
BET,LL,1968,PAC_E,34491.54
SFA,LL,2001,PAC_E,30.14
BUM,LL,2000,PAC_E,2082.92
SSP,LL,2000,IND,30.02
YFT,PS,1989,IND,89670.74
SKJ,LL,1989,PAC_E,25.94
BET,BB,1984,PAC_W,3470.98
SKJ,PS,1996,PAC_E,90713.04
SKJ,BB,2004,IND,104562.14
BLM,LL,1960,PAC_W,1332.05
BET,LL,1991,PAC_E,101713.32
BET,GILL,1994,IND,105.08
ALB,LL,1957,IND,4661.96
BLM,LL,2004,PAC_E,30.71
SKJ,OTHER_I,2003,IND,71.78
YFT,LL,1996,IND,45048.75
BET,LL,1997,ATL,48853.21
SWO,LL,1990,PAC_E,3636.39
BUM,LL,1982,PAC_W,7857.46
YFT,BB,2005,IND,14526.60
ALB,BB,1992,PAC_W,13816.60
YFT,PS,1979,PAC_W,27639.90
BET,OTHER_A,1998,ATL,11.04
BET,LL,1993,IND,53359.87
SFA,LL,1959,PAC_W,1746.72
YFT,OTHER_A,1999,ATL,1200.40
SSP,LL,1986,PAC_E,4.92
BET,GILL,1989,IND,344.27
BUM,LL,1986,IND,6286.50
YFT,PS,1975,PAC_W,12874.85
SBF,PS,1993,IND,1542.14
BET,LL,1962,IND,17217.92
ALB,LL,1990,IND,6702.36
ALB,PS,1995,IND,1254.28
ALB,BB,1981,ATL,3171.50
YFT,BB,1998,PAC_E,2874.40
BET,LL,1958,IND,10109.55
YFT,BB,1972,ATL,10884.56
YFT,LL,1977,IND,43266.60
BET,LL,1983,PAC_W,44801.54
BET,LL,1973,PAC_W,42105.67
SKJ,PS,1977,PAC_E,78391.16
BUM,LL,1987,PAC_W,9586.30
SKJ,OTHER_I,1974,IND,419.40
SFA,LL,1981,IND,117.42
YFT,PS,1994,IND,111529.26
BUM,OTHER_A,1995,ATL,524.50
SWO,LL,1980,ATL,8681.68
SKJ,LL,1994,PAC_E,69.41
SKJ,GILL,1991,IND,30571.54
ALB,LL,1965,ATL,42629.42
BIL,LL,1982,PAC_E,2.82
BET,BB,1990,ATL,5822.47
SKJ,OTHER_A,1978,ATL,478.05
BET,PS,1976,ATL,5172.84
YFT,OTHER_A,1980,ATL,172.94
BET,LL,1959,PAC_W,40280.86
SSP,LL,1998,PAC_W,396.91
SKJ,GILL,2001,IND,68309.61
ALB,LL,1971,ATL,30028.03
YFT,BB,1987,IND,7700.65
SWO,LL,1999,ATL,27497.53
YFT,PS,1988,ATL,27297.91
YFT,PS,2000,ATL,67231.54
BLM,LL,2002,PAC_E,73.35
SFA,LL,1973,PAC_W,2313.77
SFA,LL,1983,PAC_W,2017.64
YFT,BB,1986,PAC_W,12717.54
BET,LL,1981,IND,33963.80
SKJ,BB,2002,IND,113862.79
BET,LL,2001,PAC_E,60479.60
YFT,BB,1982,IND,4800.30
BUM,LL,2005,PAC_W,18273.36
YFT,OTHER_I,1976,IND,497.99
BFT,OTHER_A,1999,ATL,511.28
BIL,LL,1987,PAC_E,35.85
MLS,LL,1976,ATL,869.86
ALB,BB,1993,ATL,6855.00
SBF,LL,1976,ATL,686.84
ALB,PS,1983,PAC_E,7.00
SFA,LL,1993,IND,3.56
ALB,BB,1985,PAC_W,20618.07
SFA,LL,1991,PAC_E,9.88
BET,PS,2000,ATL,11597.40
BFT,LL,1991,PAC_E,2.01
SFA,LL,1977,IND,139.25
BUM,LL,1971,PAC_W,6452.37
ALB,LL,1979,PAC_E,5424.47
SKJ,PS,1981,PAC_E,116821.04
SKJ,BB,1992,IND,57623.93
ALB,OTHER_A,1974,ATL,52.90
YFT,LL,1981,IND,21420.40
ALB,BB,1977,ATL,1001.10
BLM,LL,1992,PAC_E,212.46
ALB,LL,1972,IND,8349.60
BET,BB,1986,PAC_W,2873.90
BFT,OTHER_A,1998,ATL,697.24
SWO,TRAP,2001,ATL,0.10
ALB,BB,2004,PAC_W,32269.88
BFT,LL,1997,ATL,5857.44
BET,PS,1988,ATL,7029.80
BUM,LL,1965,PAC_W,7275.01
SWO,LL,1975,IND,2241.43
BET,OTHER_A,1980,ATL,9.04
BFT,LL,1968,PAC_E,6.60
SWO,LL,1994,PAC_W,16841.21
YFT,LL,1959,PAC_W,43842.16
YFT,BB,1990,ATL,10087.96
YFT,PS,1976,ATL,50430.88
SWO,LL,1964,PAC_E,3016.57
BUM,LL,1966,IND,3450.70
ALB,BB,1996,ATL,5487.17
YFT,OTHER_I,1988,IND,831.22
SWO,LL,1989,PAC_W,10427.11
ALB,OTHER_A,2003,ATL,648.54
SFA,LL,1996,IND,100.92
ALB,LL,1964,IND,17817.55
SSP,LL,1999,PAC_W,438.61
BUM,LL,1984,IND,4693.63
ALB,LL,2005,ATL,18635.73
YFT,OTHER_I,2000,IND,67.99
SWO,LL,1998,ATL,27841.04
SKJ,BB,1978,PAC_E,5317.58
SWO,LL,1972,PAC_E,2302.06
SBF,LL,2000,ATL,1271.73
BLM,LL,1978,IND,176.91
SWO,OTHER_A,1997,ATL,178.84
MLS,LL,2000,ATL,706.09
SWO,LL,1979,IND,2236.30
SKJ,PS,1995,PAC_W,737719.80
SBF,LL,1988,ATL,547.14
MLS,LL,1988,ATL,944.71
ALB,LL,1975,PAC_E,1235.74
YFT,LL,2001,PAC_E,23775.94
YFT,BB,1980,PAC_E,1244.04
SKJ,PS,2001,IND,180690.90
SKJ,OTHER_A,1994,ATL,222.18
BFT,PS,1992,PAC_E,1921.81
SKJ,BB,1966,ATL,2028.53
BUM,LL,1995,PAC_E,2990.94
YFT,PS,1967,PAC_E,64850.95
SSP,LL,1995,IND,22.91
YFT,BB,1991,PAC_E,2717.34
BET,PS,2004,PAC_E,54524.97
YFT,PS,2003,PAC_W,206212.52
YFT,BB,1997,ATL,6209.94
ALB,PS,1986,PAC_E,47.00
SSP,LL,2001,PAC_W,258.24
SKJ,GILL,1998,IND,56927.52
BET,LL,2005,IND,68735.51
BET,LL,1964,ATL,17511.31
ALB,LL,2002,PAC_W,81986.71
SKJ,OTHER_I,1979,IND,331.69
YFT,BB,1993,IND,9290.41
SFA,LL,1982,IND,108.87
YFT,LL,1999,PAC_E,9744.48
BUM,LL,1992,ATL,1990.82
BFT,LL,1990,ATL,2483.68
SKJ,PS,1999,IND,190689.03
YFT,PS,1970,ATL,26854.53
ALB,BB,1982,ATL,3398.77
YFT,LL,1984,PAC_W,72529.19
BET,LL,1998,PAC_E,44556.37
BUM,LL,1959,IND,4395.20
BET,LL,1972,ATL,23746.79
YFT,BB,1973,PAC_W,7204.21
YFT,BB,1983,PAC_W,12376.47
BFT,LL,1957,ATL,63.01
SBF,LL,1969,IND,45401.26
ALB,PS,2000,IND,1164.48
SFA,LL,1986,PAC_W,777.48
YFT,PS,1974,PAC_W,17100.08
SWO,OTHER_A,1990,ATL,28.00
MLS,LL,1969,IND,4331.31
ALB,PS,1988,IND,267.69
BET,OTHER_A,1991,ATL,72.07
YFT,PS,1985,PAC_E,207412.36
BIL,LL,1993,PAC_E,40.01
YFT,LL,1966,PAC_W,61522.81
SKJ,OTHER_A,1989,ATL,47.86
SKJ,BB,1984,ATL,26306.67
ALB,BB,1987,ATL,7281.77
MLS,LL,2004,PAC_E,1121.99
YFT,LL,1971,IND,25415.27
SKJ,PS,1971,PAC_E,93277.78
SFA,LL,1987,IND,71.66
SBF,LL,1960,PAC_W,7073.94
BUM,OTHER_A,2000,ATL,92.78
SKJ,OTHER_I,1975,IND,267.69
BUM,LL,1981,PAC_W,10312.45
MLS,LL,1960,PAC_W,398.07
SKJ,PS,1965,PAC_E,60474.21
YFT,LL,1965,IND,24933.71
SBF,PS,2005,IND,5320.73
BUM,LL,2002,ATL,1162.64
MLS,LL,1985,PAC_E,1599.73
BET,LL,1999,PAC_E,31724.57
BLM,LL,1989,IND,712.70
SKJ,PS,1975,ATL,18300.41
BET,PS,1970,ATL,2916.23
SFA,LL,1980,PAC_E,242.93
SKJ,BB,1989,PAC_E,2816.02
BET,LL,1984,PAC_W,51166.17
MLS,LL,1974,PAC_W,4811.67
BFT,OTHER_A,2001,ATL,718.79
BFT,PS,1963,ATL,5469.60
SWO,GILL,1986,IND,24.31
SBF,LL,1974,PAC_W,11094.48
SKJ,LL,1969,PAC_E,217.23
YFT,LL,2005,IND,103751.93
ALB,LL,1992,PAC_W,45454.57
BET,BB,1997,ATL,2822.49
BLM,LL,1979,PAC_W,2396.24
SKJ,BB,1972,PAC_W,170889.54
YFT,LL,1964,ATL,35327.00
BUM,LL,1963,PAC_E,4890.44
SKJ,PS,2005,PAC_E,219228.44
SWO,LL,1978,PAC_W,9845.71
BIL,LL,1977,PAC_E,14.69
BET,PS,1967,PAC_E,1697.72
BFT,PS,2002,PAC_E,1705.07
YFT,BB,1996,IND,11444.80
YFT,PS,2004,PAC_E,222236.04
ALB,GILL,1988,IND,14440.67
BET,PS,2003,PAC_W,24049.09
SWO,LL,1954,IND,298.47
BET,LL,1965,IND,17645.43
BET,LL,1971,IND,16795.75
MLS,LL,2003,PAC_W,4968.64
YFT,OTHER_I,1970,IND,251.47
SKJ,GILL,1999,IND,72503.04
SBF,LL,2003,PAC_W,58.73
BLM,LL,1975,PAC_W,3283.05
MLS,LL,1967,PAC_E,10446.26
YFT,OTHER_A,1991,ATL,326.10
SWO,LL,2001,ATL,24980.53
SBF,LL,1970,ATL,4283.20
BLM,LL,1994,IND,696.43
MLS,LL,1970,ATL,1316.52
SKJ,BB,1994,PAC_E,3207.15
BET,LL,1966,PAC_W,31611.74
BFT,TRAP,1997,ATL,19.02
BET,PS,1985,PAC_E,5746.51
YFT,LL,1972,ATL,11830.25
YFT,BB,1977,IND,4995.01
BET,BB,1973,PAC_W,1263.35
BET,BB,1983,PAC_W,4069.47
ALB,LL,1981,ATL,29562.52
SKJ,PS,1979,ATL,36425.73
YFT,LL,1998,PAC_E,12694.66
BIL,LL,1996,PAC_E,26.63
SKJ,PS,1998,IND,147909.99
BET,PS,1974,PAC_W,1124.17
SKJ,PS,1987,PAC_E,50533.00
ALB,PS,1984,PAC_E,3924.20
BUM,LL,1977,PAC_W,7001.13
ALB,OTHER_A,1975,ATL,103.79
YFT,OTHER_A,2001,ATL,1374.53
SWO,LL,1991,ATL,29589.09
ALB,BB,1971,ATL,300.16
YFT,LL,1987,IND,43902.29
ALB,LL,1962,ATL,22896.78
BET,LL,1990,ATL,45322.86
SWO,LL,1997,PAC_E,6353.84
BET,PS,1995,ATL,21086.54
BUM,LL,2004,ATL,1339.33
SWO,LL,1974,IND,1736.88
BFT,PS,2004,PAC_E,8916.32
MLS,LL,1978,IND,6888.33
YFT,PS,2002,PAC_E,376886.37
SBF,LL,1978,IND,13331.93
ALB,LL,1958,ATL,1990.32
BET,PS,1992,PAC_E,6333.86
SWO,LL,1968,ATL,1857.87
YFT,LL,1986,PAC_W,64683.13
BFT,LL,1964,ATL,12828.25
ALB,LL,2003,PAC_E,16287.77
YFT,LL,1961,IND,32690.70
SKJ,PS,1961,PAC_E,40818.02
ALB,LL,1967,PAC_W,58214.13
SFA,LL,1966,PAC_W,2214.64
SBF,GILL,1987,IND,14.02
BET,LL,1952,IND,279.19
MLS,LL,1992,PAC_E,2826.16
YFT,OTHER_I,1995,IND,1841.80
BUM,LL,1996,PAC_W,14341.74
SFA,LL,1999,PAC_E,60.40
YFT,LL,1982,IND,31324.92
BET,LL,1980,PAC_E,62475.07
SKJ,PS,1982,PAC_E,98008.67
SFA,LL,1984,PAC_W,1557.83
SWO,LL,2003,IND,25773.92
BET,LL,1957,ATL,454.25
ALB,PS,1966,PAC_E,18.97
SKJ,PS,1988,PAC_W,484044.28
ALB,OTHER_I,1994,IND,1.85
ALB,LL,1985,PAC_W,37999.61
BFT,LL,1998,PAC_E,4.99
BFT,LL,1972,ATL,673.04
ALB,LL,1993,ATL,30740.47
SKJ,BB,1986,ATL,31455.21
ALB,LL,1974,PAC_E,4211.05
ALB,OTHER_A,1979,ATL,468.49
MLS,LL,1995,ATL,1223.08
ALB,LL,1997,IND,18996.07
SKJ,PS,2000,PAC_W,930547.44
BFT,OTHER_A,1991,ATL,18.02
SBF,LL,1995,ATL,1451.52
BET,LL,1961,IND,13063.43
ALB,LL,2004,PAC_W,76728.48
ALB,LL,1960,PAC_E,2000.93
BUM,LL,1962,PAC_W,13627.26
ALB,PS,1994,ATL,277.90
SFA,LL,1998,PAC_E,375.40
ALB,BB,1979,PAC_E,178.18
BET,PS,2002,PAC_E,50380.54
ALB,LL,1977,ATL,40726.75
BUM,LL,1970,PAC_E,1706.29
BFT,PS,1967,PAC_E,5880.26
BET,LL,1986,PAC_W,55184.67
YFT,PS,1992,PAC_E,222169.55
YFT,BB,1981,IND,5757.27
BUM,LL,1967,ATL,1508.78
YFT,PS,1995,ATL,80176.88
BFT,PS,1970,ATL,3136.83
YFT,LL,1990,ATL,20060.27
BFT,LL,1999,PAC_E,9.00
BUM,LL,1973,IND,1910.25
BUM,LL,1983,IND,4489.09
BET,LL,1987,IND,47524.19
BET,OTHER_A,2001,ATL,30.41
SWO,LL,1969,PAC_W,8908.23
BFT,PS,1985,PAC_E,3992.11
SFA,LL,2005,IND,178.72
ALB,BB,2005,ATL,4881.24
ALB,LL,1996,ATL,24860.15
MLS,LL,1963,ATL,2418.25
YFT,LL,1957,ATL,13185.88
BIL,LL,1981,PAC_E,8.96
YFT,BB,2001,PAC_E,3922.31
SWO,LL,1960,IND,1241.44
BET,LL,1982,IND,42405.00
ALB,PS,1989,ATL,11.97
YFT,LL,1980,PAC_E,12782.48
BUM,LL,1993,PAC_W,9877.51
SKJ,LL,1978,PAC_E,56.42
YFT,LL,1952,IND,3697.79
SKJ,PS,1976,PAC_W,23072.31
BUM,LL,1985,ATL,2312.60
MLS,LL,2002,PAC_E,1861.97
BET,OTHER_I,1995,IND,0.18
SKJ,BB,1990,PAC_W,221318.99
BET,OTHER_A,1983,ATL,2.12
ALB,LL,2002,PAC_E,10993.35
ALB,BB,2000,ATL,4616.84
BET,GILL,1997,IND,296.80
BET,PS,1977,ATL,6397.72
SSP,LL,2001,PAC_E,285.88
SFA,LL,2000,IND,193.82
BUM,LL,2001,IND,3545.29
BUM,OTHER_A,1987,ATL,8.01
YFT,PS,2003,PAC_E,347082.22
YFT,BB,1991,PAC_W,12597.32
BET,PS,2004,PAC_W,26983.63
BET,LL,1994,ATL,60351.89
ALB,BB,1988,ATL,6545.01
YFT,OTHER_I,1996,IND,1478.95
BUM,LL,1995,PAC_W,18094.98
SFA,LL,1956,PAC_W,649.69
YFT,LL,1984,PAC_E,9513.64
SBF,LL,1996,ATL,1218.84
BFT,BB,1978,ATL,1561.03
SKJ,PS,1984,IND,41873.00
ALB,PS,1987,IND,243.08
MLS,LL,1996,ATL,907.69
ALB,LL,1963,ATL,31252.72
YFT,LL,1999,PAC_W,60553.90
BIL,LL,1970,PAC_E,22.78
BET,PS,1996,ATL,21312.43
YFT,PS,1985,PAC_W,100087.29
YFT,LL,1966,PAC_E,8915.72
YFT,PS,1993,ATL,94849.33
SFA,LL,1986,PAC_E,583.88
SKJ,LL,1997,PAC_E,126.35
YFT,PS,1974,PAC_E,184369.41
